id,state_po,county,democrat,republican,dempct
953,KS,Gove,149.0,1140.0,0.11559348332040341
954,KS,Gray,263.0,1698.0,0.1341152473227945
955,KS,Greeley,83.0,534.0,0.13452188006482982
956,KS,Greenwood,485.0,2160.0,0.1833648393194707
957,KS,Harper,393.0,1996.0,0.1645039765592298
958,KS,Harvey,5068.0,8668.0,0.3689574839836925
959,KS,Haskell,245.0,1040.0,0.19066147859922178
960,KS,Hodgeman,124.0,855.0,0.12665985699693566
961,KS,Jewell,180.0,1223.0,0.12829650748396293
962,KS,Kearny,174.0,1075.0,0.13931144915932747
963,KS,Kingman,599.0,2530.0,0.1914349632470438
964,KS,Labette,2291.0,5335.0,0.3004196170993968
965,KS,Lane,106.0,718.0,0.12864077669902912
966,KS,Leavenworth,10209.0,17638.0,0.3666104068660897
967,KS,McPherson,3226.0,8549.0,0.27397027600849255
968,KS,Meade,210.0,1415.0,0.12923076923076923
969,KS,Morris,601.0,1820.0,0.24824452705493597
970,KS,Morton,147.0,995.0,0.1287215411558669
971,KS,Nemaha,725.0,4124.0,0.14951536399257578
972,KS,Neosho,1501.0,4431.0,0.25303438975050574
973,KS,Ness,162.0,1228.0,0.11654676258992806
974,KS,Norton,281.0,1840.0,0.1324846770391325
975,KS,Osage,1753.0,4826.0,0.26645386836905305
976,KS,Osborne,233.0,1460.0,0.13762551683402244
977,KS,Ottawa,424.0,2283.0,0.15663095677872182
978,KS,Pawnee,579.0,1904.0,0.23318566250503422
979,KS,Pottawatomie,2225.0,7612.0,0.22618684558300295
980,KS,Pratt,771.0,2838.0,0.21363258520365752
981,KS,Rawlins,163.0,1220.0,0.11785972523499638
982,KS,Reno,6837.0,15513.0,0.30590604026845636
983,KS,Republic,375.0,2024.0,0.1563151313047103
984,KS,Rice,695.0,2837.0,0.19677236693091732
985,KS,Riley,9341.0,10107.0,0.48030645824763474
986,KS,Rooks,275.0,2031.0,0.11925411968777103
987,KS,Seward,1628.0,3159.0,0.3400877376227282
988,KS,Shawnee,33926.0,35934.0,0.48562839965645577
989,KS,Sheridan,127.0,1197.0,0.09592145015105741
990,KS,Sherman,347.0,2089.0,0.14244663382594416
991,KS,Smith,297.0,1661.0,0.15168539325842698
992,KS,Stafford,304.0,1490.0,0.16945373467112598
993,KS,Stanton,115.0,492.0,0.18945634266886327
994,KS,Stevens,220.0,1599.0,0.12094557449147883
995,KS,Sumner,2076.0,6984.0,0.22913907284768212
996,KS,Trego,198.0,1227.0,0.13894736842105262
997,KS,Wabaunsee,776.0,2372.0,0.24650571791613723
998,KS,Wallace,46.0,721.0,0.05997392438070404
999,KS,Wichita,140.0,769.0,0.15401540154015403
1000,KS,Wilson,594.0,2788.0,0.17563571850975754
1001,KS,Woodson,273.0,1082.0,0.2014760147601476
1002,KS,Wyandotte,30146.0,15806.0,0.6560323816155988
1003,KY,Butler,947.0,4428.0,0.17618604651162792
1004,KY,Clay,752.0,5861.0,0.1137154090427945
1005,KY,Fayette,69778.0,56894.0,0.5508557534419604
1006,KY,Franklin,10717.0,11819.0,0.47555023074192404
1007,KY,Henry,1828.0,4944.0,0.26993502658003543
1008,KY,Jackson,482.0,4889.0,0.08974120275553901
1009,KY,Jefferson,190836.0,143768.0,0.57033388722191
1010,KY,Lawrence,1045.0,4816.0,0.17829721890462377
1011,KY,Lee,444.0,2151.0,0.17109826589595376
1012,KY,Madison,11793.0,23431.0,0.3348001362707245
1013,KY,Marion,2679.0,5122.0,0.34341751057556724
1014,KY,Marshall,3672.0,12322.0,0.2295860947855446
1015,KY,Monroe,601.0,4278.0,0.12318097970895675
1016,KY,Montgomery,3158.0,7856.0,0.2867259851098602
1017,KY,Morgan,1006.0,3628.0,0.2170910660336642
1018,KY,Perry,2136.0,8158.0,0.2074995142801632
1019,KY,Pike,4280.0,19747.0,0.17813293378282766
1020,KY,Russell,1093.0,6863.0,0.13738059326294622
1021,KY,Shelby,6276.0,13196.0,0.32230895645028756
1022,KY,Washington,1420.0,4013.0,0.2613657279587705
1023,KY,Boone,15026.0,39082.0,0.27770385155614696
1024,KY,Carroll,1106.0,2588.0,0.2994044396318354
1025,KY,Clark,4706.0,10710.0,0.30526725480020755
1026,KY,Crittenden,617.0,3290.0,0.15792167903762477
1027,KY,Fulton,774.0,1549.0,0.33318984072320273
1028,KY,Grant,1910.0,7268.0,0.20810634125081717
1029,KY,Johnson,1250.0,8043.0,0.13450984612073605
1030,KY,Lincoln,1865.0,7338.0,0.2026513093556449
1031,KY,Logan,2755.0,7778.0,0.26155891009209153
1032,KY,Pulaski,4208.0,22902.0,0.1552194762080413
1033,KY,Scott,7715.0,15052.0,0.33886765933148855
1034,KY,Union,1331.0,4701.0,0.22065649867374004
1035,KY,Martin,363.0,3503.0,0.09389549922400414
1036,KY,Taylor,2553.0,8320.0,0.23480180263036882
1037,KY,Floyd,4015.0,11993.0,0.2508120939530235
1038,KY,Hancock,1244.0,2788.0,0.30853174603174605
1039,KY,Hart,1730.0,5320.0,0.2453900709219858
1040,KY,Warren,16966.0,28673.0,0.3717434650189531
1041,KY,Wayne,1431.0,6371.0,0.18341450910023072
1042,KY,Webster,1240.0,4397.0,0.21997516409437645
1043,KY,Adair,1323.0,6637.0,0.16620603015075378
1044,KY,Clinton,547.0,3809.0,0.12557392102846648
1045,KY,Hardin,13944.0,26971.0,0.34080410607356715
1046,KY,Harrison,2031.0,5435.0,0.27203321725154034
1047,KY,Lyon,1045.0,2789.0,0.27256129368805426
1048,KY,Lewis,785.0,4363.0,0.1524864024864025
1049,KY,Christian,7188.0,14108.0,0.3375281743050338
1050,KY,Cumberland,459.0,2502.0,0.15501519756838905
1051,KY,Gallatin,749.0,2443.0,0.23464912280701755
1052,KY,Henderson,6707.0,12159.0,0.3555072617406976
1053,KY,Knox,1761.0,9885.0,0.1512107161257084
1054,KY,Livingston,887.0,3570.0,0.1990127888714382
1055,KY,Mason,1970.0,4944.0,0.28492912930286374
1056,KY,McLean,988.0,3381.0,0.22613870450904097
1057,KY,Mercer,2395.0,7740.0,0.23630981746423285
1058,KY,Woodford,4958.0,7697.0,0.39178190438561833
1059,KY,Allen,1349.0,6466.0,0.1726167626359565
1060,KY,Daviess,14163.0,28907.0,0.32883677733921524
1061,KY,Ohio,2080.0,7942.0,0.20754340451007783
1062,KY,Owen,1062.0,3745.0,0.22092781360515915
1063,KY,Spencer,1921.0,7196.0,0.21070527585828672
1064,KY,Whitley,2067.0,11312.0,0.15449585170790045
1065,KY,Anderson,2634.0,8242.0,0.242184626700993
1066,KY,Bourbon,2791.0,5569.0,0.33385167464114834
1067,KY,Meade,3026.0,8660.0,0.25894232414855384
1068,KY,Ballard,816.0,3161.0,0.20517978375660045
1069,KY,Barren,4275.0,13483.0,0.24073656943349475
1070,KY,Bath,1361.0,3082.0,0.30632455548053117
1071,KY,Bell,1720.0,7764.0,0.1813580767608604
1072,KY,Boyd,6021.0,13591.0,0.3070059147460738
1073,KY,Boyle,4281.0,8040.0,0.3474555636717799
1074,KY,Bracken,705.0,2711.0,0.2063817330210773
1075,KY,Breathitt,1537.0,3991.0,0.2780390738060782
1076,KY,Breckinridge,1960.0,6484.0,0.23211747986736145
1077,KY,Bullitt,8255.0,26210.0,0.2395183519512549
1078,KY,Caldwell,1260.0,4507.0,0.21848448066585746
1079,KY,Calloway,4749.0,10367.0,0.31417041545382374
1080,KY,Campbell,14658.0,25050.0,0.3691447567240858
1081,KY,Carlisle,432.0,2094.0,0.171021377672209
1082,KY,Carter,2276.0,7587.0,0.23076143161309945
1083,KY,Casey,767.0,5482.0,0.12273963834213474
1084,KY,Edmonson,979.0,4135.0,0.191435275713727
1085,KY,Elliott,740.0,2000.0,0.27007299270072993
1086,KY,Estill,1108.0,4236.0,0.20733532934131738
1087,KY,Fleming,1348.0,4722.0,0.22207578253706756
1088,KY,Garrard,1453.0,5904.0,0.19749898056272938
1089,KY,Graves,3308.0,12671.0,0.20702171600225297
1090,KY,Grayson,1959.0,8219.0,0.19247396345057968
1091,KY,Green,832.0,4372.0,0.15987701767870868
1092,KY,Greenup,4146.0,11546.0,0.26421106296201885
1093,KY,Harlan,1372.0,9129.0,0.13065422340729455
1094,KY,Hickman,449.0,1657.0,0.21320037986704654
1095,KY,Hopkins,4310.0,15277.0,0.22004390667279317
1096,KY,Jessamine,6144.0,15474.0,0.28420760477379964
1097,KY,Kenton,24214.0,42958.0,0.3604775799440243
1098,KY,Knott,1245.0,4357.0,0.22224205640842556
1099,KY,Larue,1278.0,4799.0,0.21030113542866546
1100,KY,Laurel,3440.0,20592.0,0.14314247669773636
1101,KY,Leslie,400.0,4015.0,0.09060022650056625
1102,KY,Letcher,1542.0,7293.0,0.17453310696095076
1103,KY,Magoffin,1172.0,3824.0,0.2345876701361089
1104,KY,McCracken,9134.0,20774.0,0.30540323659221613
1105,KY,McCreary,664.0,5012.0,0.11698379140239605
1106,KY,Menifee,700.0,2010.0,0.25830258302583026
1107,KY,Metcalfe,976.0,3491.0,0.2184911573763152
1108,KY,Muhlenberg,3272.0,9393.0,0.2583497828661666
1109,KY,Nelson,6434.0,13431.0,0.3238862320664485
1110,KY,Nicholas,787.0,1957.0,0.28680758017492713
1111,KY,Oldham,10268.0,20469.0,0.3340599277743436
1112,KY,Owsley,256.0,1474.0,0.14797687861271677
1113,KY,Pendleton,1164.0,4604.0,0.20180305131761442
1114,KY,Powell,1272.0,3513.0,0.2658307210031348
1115,KY,Robertson,222.0,759.0,0.22629969418960244
1116,KY,Rockcastle,915.0,5609.0,0.14025137952176578
1117,KY,Rowan,3295.0,5174.0,0.389066005431574
1118,KY,Simpson,2144.0,5077.0,0.29691178507131977
1119,KY,Todd,1042.0,3612.0,0.22389342501074344
1120,KY,Trigg,1587.0,4931.0,0.24347959496778152
1121,KY,Trimble,879.0,2771.0,0.24082191780821918
1122,KY,Wolfe,753.0,1804.0,0.2944857254595229
1123,LA,Franklin,2506.0,6514.0,0.2778270509977827
1124,LA,Jackson,2139.0,5169.0,0.2926929392446634
1125,LA,Jefferson,73670.0,100398.0,0.42322540616310866
1126,LA,Madison,2744.0,1927.0,0.587454506529651
1127,LA,Washington,5692.0,12556.0,0.311924594476107
1128,LA,Grant,1181.0,7408.0,0.1375014553498661
1129,LA,Lafayette,32726.0,68195.0,0.3242734416028379
1130,LA,Lincoln,7107.0,10761.0,0.39775016789791806
1131,LA,Ouachita,24428.0,41734.0,0.36921495722620234
1132,LA,Union,2691.0,7972.0,0.2523680015005158
1133,LA,Webster,6260.0,11542.0,0.351645882485114
1134,LA,Livingston,6950.0,48824.0,0.12461003334887223
1135,LA,Richland,3157.0,6287.0,0.334286319356205
1136,LA,Vermilion,4857.0,20063.0,0.19490369181380418
1137,LA,Allen,2106.0,6867.0,0.23470411233701102
1138,LA,Caldwell,788.0,3822.0,0.17093275488069415
1139,LA,Acadia,5638.0,21162.0,0.21037313432835822
1140,LA,Ascension,16476.0,36143.0,0.313118835401661
1141,LA,Assumption,3931.0,6714.0,0.3692813527477689
1142,LA,Avoyelles,5035.0,11165.0,0.31080246913580245
1143,LA,Beauregard,2393.0,12238.0,0.16355683138541452
1144,LA,Bienville,3129.0,3756.0,0.45446623093681915
1145,LA,Bossier,12641.0,35474.0,0.26272472202016
1146,LA,Caddo,53483.0,49006.0,0.5218413683419684
1147,LA,Calcasieu,26296.0,54191.0,0.3267111458993378
1148,LA,Cameron,323.0,3256.0,0.09024867281363509
1149,LA,Catahoula,1322.0,3479.0,0.27535930014580295
1150,LA,Claiborne,2717.0,3585.0,0.4311329736591558
1151,LA,Concordia,3272.0,5477.0,0.3739855983540976
1152,LA,De Soto,5165.0,8068.0,0.390312098541525
1153,LA,East Baton Rouge,102828.0,84660.0,0.5484511008704557
1154,LA,East Carroll,1838.0,1059.0,0.6344494304452882
1155,LA,East Feliciana,4235.0,5569.0,0.43196654426764586
1156,LA,Evangeline,4208.0,10360.0,0.28885227896760024
1157,LA,Iberia,10698.0,20903.0,0.3385335907091548
1158,LA,Iberville,8324.0,7320.0,0.5320889798005625
1159,LA,Jefferson Davis,3080.0,10775.0,0.2223024178996752
1160,LA,La Salle,605.0,5836.0,0.09392951405061326
1161,LA,Lafourche,8423.0,31959.0,0.20858303204398
1162,LA,Morehouse,5155.0,6502.0,0.4422235566612336
1163,LA,Natchitoches,7144.0,8968.0,0.44339622641509435
1164,LA,Orleans,133996.0,24292.0,0.846532902051956
1165,LA,Plaquemines,3347.0,6900.0,0.3266321850297648
1166,LA,Pointe Coupee,4764.0,6789.0,0.4123604258634121
1167,LA,Rapides,18322.0,36816.0,0.3322935180819036
1168,LA,Red River,1938.0,2391.0,0.44767844767844767
1169,LA,Sabine,1703.0,7879.0,0.17772907534961385
1170,LA,St. Bernard,4960.0,10237.0,0.32638020661972755
1171,LA,St. Charles,8559.0,16621.0,0.33991262907069103
1172,LA,St. Helena,3353.0,2497.0,0.5731623931623931
1173,LA,St. James,6418.0,5456.0,0.5405086744146875
1174,LA,St. John the Baptist,12661.0,7569.0,0.625852694018784
1175,LA,St. Landry,17209.0,21971.0,0.43922919857069936
1176,LA,St. Martin,8266.0,16873.0,0.32881180635665697
1177,LA,St. Mary,8050.0,14359.0,0.35923066625016736
1178,LA,St. Tammany,27717.0,90915.0,0.23363847865668622
1179,LA,Tangipahoa,16878.0,33959.0,0.3320022818026241
1180,LA,Tensas,1332.0,1182.0,0.5298329355608592
1181,LA,Terrebonne,10665.0,31902.0,0.25054619775882725
1182,LA,Vernon,2665.0,13471.0,0.16515865146256817
1183,LA,West Baton Rouge,5383.0,6927.0,0.4372867587327376
1184,LA,West Carroll,715.0,3970.0,0.1526147278548559
1185,LA,West Feliciana,2248.0,3390.0,0.3987229514012061
1186,LA,Winn,1644.0,4608.0,0.2629558541266795
1187,MA,Franklin,24478.0,10364.0,0.7025429079846163
1188,MA,Middlesex,520360.0,219793.0,0.7030438301270143
1189,MA,Plymouth,135513.0,115369.0,0.5401463636291165
1190,MA,Barnstable,72430.0,54099.0,0.5724379391285792
1191,MA,Berkshire,43714.0,16839.0,0.7219130348620217
1192,MA,Bristol,129540.0,105443.0,0.5512739219432895
1193,MA,Dukes,8400.0,2477.0,0.7722717661119795
1194,MA,Essex,222310.0,136316.0,0.6198937054201312
1195,MA,Hampden,112590.0,78685.0,0.5886289373938047
1196,MA,Hampshire,55367.0,21790.0,0.7175888124214265
1197,MA,Nantucket,4146.0,1892.0,0.6866512090096059
1198,MA,Norfolk,221819.0,119723.0,0.6494633163710466
1199,MA,Suffolk,245751.0,50421.0,0.8297577083586565
1200,MA,Worcester,198778.0,157682.0,0.5576446165067609
1201,MD,Montgomery,357837.0,92704.0,0.7942384821803121
1202,MD,Washington,21129.0,40998.0,0.34009367907672994
1203,MD,Carroll,26567.0,58215.0,0.31335660871411386
1204,MD,Howard,102597.0,47484.0,0.6836108501409239
1205,MD,Kent,4575.0,4876.0,0.48407575917892287
1206,MD,Talbot,8653.0,10724.0,0.4465603550601228
1207,MD,Worcester,9753.0,17210.0,0.361717909728146
1208,MD,Allegany,7875.0,21270.0,0.27020072053525473
1209,MD,Anne Arundel,128419.0,122403.0,0.5119925684349858
1210,MD,Baltimore,218412.0,149477.0,0.5936899445213094
1211,MD,Baltimore City,202673.0,25205.0,0.8893925697083527
1212,MD,Calvert,18225.0,26176.0,0.4104637282944078
1213,MD,Caroline,4009.0,9368.0,0.2996935037751364
1214,MD,Cecil,13650.0,28868.0,0.3210405004939085
1215,MD,Charles,49341.0,25614.0,0.6582749649789874
1216,MD,Dorchester,6245.0,8413.0,0.4260472097148315
1217,MD,Frederick,56522.0,59522.0,0.4870738685326256
1218,MD,Garrett,2567.0,10776.0,0.1923855204976392
1219,MD,Harford,47077.0,77860.0,0.37680591017873005
1220,MD,Prince George's,344049.0,32811.0,0.912935838242318
1221,MD,Queen Anne's,7973.0,16993.0,0.31935432187775376
1222,MD,Somerset,4196.0,5341.0,0.4399706406626822
1223,MD,St. Mary's,17534.0,28663.0,0.3795484555274152
1224,MD,Wicomico,18050.0,22198.0,0.44846948916716356
1225,ME,Franklin,7016.0,7918.0,0.4698004553368153
1226,ME,Washington,6075.0,9093.0,0.4005142405063291
1227,ME,Lincoln,10241.0,9727.0,0.512870592948718
1228,ME,Hancock,16117.0,13705.0,0.5404399436657501
1229,ME,Cumberland,102981.0,57709.0,0.6408675088680067
1230,ME,Knox,12443.0,9148.0,0.576304941873929
1231,ME,Somerset,9092.0,15001.0,0.3773710206283983
1232,ME,Androscoggin,23009.0,28227.0,0.44907877273791863
1233,ME,Aroostook,13386.0,19419.0,0.4080475537265661
1234,ME,Kennebec,29302.0,31675.0,0.48054184364596486
1235,ME,Oxford,12172.0,16210.0,0.4288633641040096
1236,ME,Penobscot,32838.0,41622.0,0.4410153102336825
1237,ME,Piscataquis,3098.0,5406.0,0.3642991533396049
1238,ME,Sagadahoc,10664.0,9304.0,0.5340544871794872
1239,ME,Waldo,10440.0,10378.0,0.5014890959746373
1240,ME,York,55844.0,50403.0,0.5256054288591678
1241,MI,Calhoun,24157.0,31494.0,0.4340802501302762
1242,MI,Jackson,25795.0,39793.0,0.39328840641580776
1243,MI,Monroe,26863.0,43261.0,0.3830785465746392
1244,MI,St. Clair,24553.0,49051.0,0.33358241399923916
1245,MI,Crawford,2110.0,4354.0,0.32642326732673266
1246,MI,Van Buren,13258.0,17890.0,0.42564530627969693
1247,MI,Lake,1939.0,3159.0,0.3803452334248725
1248,MI,Delta,6436.0,11121.0,0.36657743350230676
1249,MI,Kent,138683.0,148180.0,0.4834468021320282
1250,MI,Bay,21642.0,28328.0,0.43309985991594957
1251,MI,Osceola,2705.0,7336.0,0.2693954785379942
1252,MI,Berrien,29495.0,38647.0,0.43284611546476476
1253,MI,Wayne,519444.0,228993.0,0.694038375975533
1254,MI,Cass,7270.0,14243.0,0.3379352019709013
1255,MI,Clinton,16492.0,21636.0,0.4325430130088124
1256,MI,Dickinson,3923.0,8580.0,0.3137646964728465
1257,MI,Emmet,6972.0,10616.0,0.39640664089151695
1258,MI,Livingston,34384.0,65680.0,0.34362008314678605
1259,MI,Mason,5281.0,8505.0,0.38306978093718264
1260,MI,St. Joseph,7526.0,14884.0,0.3358322177599286
1261,MI,Ottawa,44973.0,88467.0,0.3370278776978417
1262,MI,Alcona,1732.0,4201.0,0.291926512725434
1263,MI,Alger,1663.0,2585.0,0.3914783427495292
1264,MI,Allegan,18050.0,34183.0,0.3455669787299217
1265,MI,Alpena,4877.0,9090.0,0.34918021049616954
1266,MI,Antrim,4448.0,8469.0,0.34435240380893395
1267,MI,Arenac,2384.0,4950.0,0.32506135805835834
1268,MI,Baraga,1156.0,2158.0,0.3488231744115872
1269,MI,Barry,9114.0,19202.0,0.3218674954089561
1270,MI,Benzie,4108.0,5539.0,0.4258318648284441
1271,MI,Branch,5061.0,11786.0,0.30040956846916367
1272,MI,Charlevoix,5137.0,8674.0,0.37194989501122294
1273,MI,Cheboygan,4302.0,8683.0,0.3313053523296111
1274,MI,Chippewa,5379.0,9122.0,0.37093993517688434
1275,MI,Clare,4249.0,8505.0,0.3331503841931943
1276,MI,Eaton,24938.0,27609.0,0.47458465754467427
1277,MI,Genesee,102751.0,84175.0,0.5496881118731477
1278,MI,Gladwin,3794.0,8124.0,0.31834200369189464
1279,MI,Gogebic,2925.0,4018.0,0.4212876278265879
1280,MI,Grand Traverse,20965.0,27413.0,0.43335813799661005
1281,MI,Gratiot,5666.0,9880.0,0.36446674385694067
1282,MI,Hillsdale,4799.0,14095.0,0.25399597755901343
1283,MI,Houghton,6018.0,8475.0,0.4152349410060029
1284,MI,Huron,4579.0,10692.0,0.29984938772837405
1285,MI,Ingham,79110.0,43868.0,0.6432857909544797
1286,MI,Ionia,8352.0,16635.0,0.33425381198223075
1287,MI,Iosco,4345.0,8345.0,0.34239558707643813
1288,MI,Iron,2004.0,3675.0,0.35287902799788695
1289,MI,Isabella,11404.0,12338.0,0.4803302164939769
1290,MI,Kalamazoo,67148.0,51034.0,0.5681745105007531
1291,MI,Kalkaska,2280.0,6116.0,0.2715578847070033
1292,MI,Keweenaw,527.0,814.0,0.39299030574198357
1293,MI,Lapeer,12734.0,30037.0,0.2977250941058194
1294,MI,Leelanau,6774.0,7239.0,0.48340826375508456
1295,MI,Lenawee,16750.0,26430.0,0.3879110699397869
1296,MI,Luce,681.0,1756.0,0.27944193680755025
1297,MI,Mackinac,2085.0,3744.0,0.3576942871847658
1298,MI,Macomb,176317.0,224665.0,0.4397130045737714
1299,MI,Manistee,4979.0,6915.0,0.41861442744240795
1300,MI,Marquette,16042.0,14646.0,0.522745046923879
1301,MI,Mecosta,5827.0,10305.0,0.3612075378130424
1302,MI,Menominee,3539.0,6702.0,0.3455717215115711
1303,MI,Midland,15635.0,23846.0,0.3960132722068843
1304,MI,Missaukee,1565.0,5386.0,0.22514746079700762
1305,MI,Montcalm,7874.0,16907.0,0.3177434324684234
1306,MI,Montmorency,1287.0,3498.0,0.2689655172413793
1307,MI,Muskegon,37304.0,36127.0,0.5080143263744196
1308,MI,Newaygo,6212.0,15173.0,0.2904839841010054
1309,MI,Oakland,343070.0,289203.0,0.5425978967945808
1310,MI,Oceana,3973.0,7228.0,0.35470047317203823
1311,MI,Ogemaw,3030.0,6827.0,0.3073957593588313
1312,MI,Ontonagon,1176.0,2066.0,0.36273904996915485
1313,MI,Oscoda,1044.0,2843.0,0.2685875996912786
1314,MI,Otsego,3556.0,8266.0,0.3007951277279648
1315,MI,Presque Isle,2400.0,4488.0,0.34843205574912894
1316,MI,Roscommon,4287.0,8141.0,0.344946894110074
1317,MI,Saginaw,44396.0,45469.0,0.4940299337895733
1318,MI,Sanilac,4873.0,13446.0,0.2660079698673508
1319,MI,Schoolcraft,1369.0,2556.0,0.34878980891719746
1320,MI,Shiawassee,12546.0,19230.0,0.3948262839879154
1321,MI,Tuscola,7429.0,17102.0,0.30284130284130284
1322,MI,Washtenaw,128483.0,50631.0,0.7173252788726733
1323,MI,Wexford,4436.0,10000.0,0.30728733721252427
1324,MN,Clay,12971.0,13543.0,0.48921324583239045
1325,MN,Houston,4145.0,5616.0,0.4246491138203053
1326,MN,Jackson,1492.0,3609.0,0.29249166830033324
1327,MN,Marshall,1225.0,3208.0,0.2763365666591473
1328,MN,Washington,67086.0,64428.0,0.5101053880195264
1329,MN,Benton,5640.0,12872.0,0.30466724286949004
1330,MN,Grant,1105.0,2063.0,0.348800505050505
1331,MN,Lincoln,860.0,1931.0,0.30813328556073094
1332,MN,Polk,4712.0,8979.0,0.34416770140968517
1333,MN,Pope,2106.0,3793.0,0.35700966265468725
1334,MN,Scott,28502.0,39948.0,0.4163915266617969
1335,MN,Lake,3077.0,2932.0,0.5120652354801132
1336,MN,Douglas,6227.0,13966.0,0.3083741890754222
1337,MN,Martin,2733.0,7062.0,0.2790199081163859
1338,MN,Cook,1912.0,1156.0,0.6232073011734028
1339,MN,Dodge,3102.0,6527.0,0.3221518330044657
1340,MN,Murray,1295.0,2974.0,0.30334973061606935
1341,MN,Cass,4949.0,9982.0,0.33145804031879983
1342,MN,Lyon,3825.0,7256.0,0.34518545257648225
1343,MN,Wright,20334.0,43274.0,0.3196767702175827
1344,MN,Clearwater,1100.0,2925.0,0.2732919254658385
1345,MN,Brown,3763.0,8708.0,0.30174003688557455
1346,MN,Rice,14437.0,15429.0,0.48339248643942945
1347,MN,Stevens,2116.0,2799.0,0.43051881993896235
1348,MN,Todd,2783.0,8485.0,0.2469826056088037
1349,MN,Chippewa,1978.0,3764.0,0.3444792755137583
1350,MN,Aitkin,3134.0,5516.0,0.3623121387283237
1351,MN,Anoka,75500.0,93339.0,0.4471715658112166
1352,MN,Becker,5208.0,10880.0,0.32371954251616114
1353,MN,Beltrami,8688.0,10783.0,0.4462020440655334
1354,MN,Big Stone,921.0,1608.0,0.3641755634638197
1355,MN,Blue Earth,14428.0,15667.0,0.4794151852467187
1356,MN,Carlton,8460.0,8160.0,0.5090252707581228
1357,MN,Carver,21508.0,29056.0,0.4253619175698125
1358,MN,Chisago,9278.0,18441.0,0.33471625960532486
1359,MN,Cottonwood,1678.0,3679.0,0.3132350196005227
1360,MN,Crow Wing,10982.0,22287.0,0.3300970873786408
1361,MN,Dakota,110483.0,99583.0,0.5259442270524501
1362,MN,Faribault,2153.0,4659.0,0.3160598943041691
1363,MN,Fillmore,3872.0,6271.0,0.3817411022379966
1364,MN,Freeborn,6041.0,8808.0,0.4068287426762745
1365,MN,Goodhue,9446.0,14041.0,0.402179929322604
1366,MN,Hennepin,429288.0,191770.0,0.691220465721398
1367,MN,Hubbard,3423.0,7261.0,0.3203856233620367
1368,MN,Isanti,5657.0,13635.0,0.2932303545511093
1369,MN,Itasca,9015.0,12920.0,0.41098700706633234
1370,MN,Kanabec,2327.0,5230.0,0.30792642583035595
1371,MN,Kandiyohi,7266.0,12785.0,0.36237594134955864
1372,MN,Kittson,823.0,1349.0,0.3789134438305709
1373,MN,Koochiching,2306.0,3569.0,0.39251063829787236
1374,MN,Lac Qui Parle,1305.0,2293.0,0.36270150083379654
1375,MN,Lake of the Woods,553.0,1540.0,0.26421404682274247
1376,MN,Le Sueur,4623.0,9182.0,0.3348786671495835
1377,MN,Mahnomen,930.0,991.0,0.4841228526808954
1378,MN,McLeod,4978.0,12155.0,0.29055039981322595
1379,MN,Meeker,3191.0,8104.0,0.28251438689685704
1380,MN,Mille Lacs,3710.0,8340.0,0.3078838174273859
1381,MN,Morrison,3637.0,12925.0,0.21959908223644486
1382,MN,Mower,7437.0,8823.0,0.45738007380073803
1383,MN,Nicollet,7886.0,8437.0,0.48312197512712124
1384,MN,Nobles,2733.0,5299.0,0.3402639442231076
1385,MN,Norman,1264.0,1699.0,0.4265946675666554
1386,MN,Olmsted,36268.0,35668.0,0.5041703736654805
1387,MN,Otter Tail,9340.0,20939.0,0.30846461243766304
1388,MN,Pennington,2147.0,4000.0,0.34927606962746055
1389,MN,Pine,4580.0,8191.0,0.3586250097878005
1390,MN,Pipestone,1127.0,3338.0,0.2524076147816349
1391,MN,Ramsey,177738.0,70894.0,0.7148637343543872
1392,MN,Red Lake,540.0,1141.0,0.32123735871505055
1393,MN,Redwood,1887.0,5137.0,0.2686503416856492
1394,MN,Renville,2117.0,4890.0,0.3021264449835878
1395,MN,Rock,1373.0,3091.0,0.30757168458781364
1396,MN,Roseau,1856.0,5451.0,0.2540030108115506
1397,MN,Saint Louis,57771.0,44630.0,0.5641644124569096
1398,MN,Sherburne,13293.0,31053.0,0.2997564605601407
1399,MN,Sibley,1954.0,5193.0,0.2734014271722401
1400,MN,Stearns,25576.0,47617.0,0.34943232276310576
1401,MN,Steele,6241.0,11198.0,0.35787602500143356
1402,MN,Swift,1686.0,2963.0,0.36265863626586364
1403,MN,Traverse,630.0,1049.0,0.37522334723049433
1404,MN,Wabasha,3866.0,6989.0,0.3561492399815753
1405,MN,Wadena,1684.0,4837.0,0.25824260082809386
1406,MN,Waseca,2838.0,5967.0,0.3223168654173765
1407,MN,Watonwan,1814.0,2768.0,0.3958969882147534
1408,MN,Wilkin,893.0,2129.0,0.2954996690933157
1409,MN,Winona,11366.0,12122.0,0.4839066757493188
1410,MN,Yellow Medicine,1524.0,3382.0,0.3106400326131268
1411,MO,Butler,3036.0,13650.0,0.18194893923049263
1412,MO,Clay,45304.0,57476.0,0.4407861451644289
1413,MO,Dallas,1272.0,5895.0,0.17748011720385098
1414,MO,DeKalb,824.0,3540.0,0.18881759853345553
1415,MO,Franklin,12341.0,35430.0,0.2583366477570074
1416,MO,Greene,42728.0,78035.0,0.353816980366503
1417,MO,Henry,2357.0,7075.0,0.24989397794741305
1418,MO,Jackson,71237.0,91557.0,0.43758983746329716
1419,MO,Jefferson,31568.0,69036.0,0.31378474016937696
