id,state_po,county,democrat,republican,dempct
1420,MO,Lawrence,2901.0,13089.0,0.18142589118198874
1421,MO,Macon,1548.0,5798.0,0.21072692621835012
1422,MO,Madison,1005.0,4102.0,0.19678872136283532
1423,MO,Marion,2994.0,9419.0,0.24119874325304116
1424,MO,Monroe,853.0,3159.0,0.2126121635094716
1425,MO,Montgomery,1119.0,4127.0,0.21330537552420892
1426,MO,Morgan,1768.0,6760.0,0.2073170731707317
1427,MO,Perry,1520.0,6908.0,0.18035121025154247
1428,MO,Pike,1806.0,5274.0,0.25508474576271184
1429,MO,Randolph,2283.0,7529.0,0.2326742763962495
1430,MO,Shelby,606.0,2524.0,0.19361022364217254
1431,MO,St. Clair,936.0,3501.0,0.21095334685598377
1432,MO,Washington,1926.0,7048.0,0.21462001337196346
1433,MO,Benton,2025.0,7213.0,0.2192032907555748
1434,MO,Boone,41125.0,36200.0,0.5318461041060459
1435,MO,Carroll,745.0,3480.0,0.17633136094674556
1436,MO,Clark,724.0,2458.0,0.22752985543683218
1437,MO,Crawford,1824.0,7724.0,0.19103477167993296
1438,MO,Howard,1283.0,3277.0,0.28135964912280703
1439,MO,Johnson,5930.0,13719.0,0.3017965290854496
1440,MO,Lafayette,4053.0,10988.0,0.2694634665248321
1441,MO,Lincoln,5575.0,18159.0,0.23489508721665123
1442,MO,Miller,1750.0,9285.0,0.158586316266425
1443,MO,Mississippi,1458.0,3600.0,0.28825622775800713
1444,MO,Newton,4990.0,20553.0,0.19535684923462396
1445,MO,Polk,2631.0,10438.0,0.2013160915142704
1446,MO,Pulaski,2922.0,9876.0,0.22831692451945618
1447,MO,Saline,2789.0,5977.0,0.3181610768879763
1448,MO,Scott,3575.0,13168.0,0.2135220689243266
1449,MO,Stone,2887.0,13158.0,0.17993144281707696
1450,MO,Douglas,984.0,5486.0,0.15208655332302937
1451,MO,Putnam,353.0,1936.0,0.1542158147662735
1452,MO,Camden,4768.0,16944.0,0.2196020633750921
1453,MO,Dade,637.0,3184.0,0.16671028526563728
1454,MO,Jasper,10572.0,35070.0,0.23162876298146445
1455,MO,Warren,3915.0,11111.0,0.26054838280314124
1456,MO,Wayne,948.0,4658.0,0.16910453085979307
1457,MO,Webster,3177.0,12840.0,0.1983517512642817
1458,MO,Worth,195.0,808.0,0.19441674975074777
1459,MO,Adair,3500.0,6030.0,0.3672612801678909
1460,MO,Buchanan,12013.0,21320.0,0.36039360393603936
1461,MO,Cass,14846.0,33098.0,0.3096529284164859
1462,MO,Cedar,1011.0,5021.0,0.16760610079575597
1463,MO,Clinton,2572.0,7067.0,0.26683265898952174
1464,MO,Grundy,780.0,3462.0,0.18387553041018387
1465,MO,Harrison,574.0,2965.0,0.16219270980502967
1466,MO,Linn,1240.0,4088.0,0.23273273273273273
1467,MO,Wright,1170.0,6707.0,0.14853370572553
1468,MO,Lewis,934.0,3344.0,0.21832632071061245
1469,MO,Christian,8508.0,30946.0,0.21564353424240887
1470,MO,Knox,379.0,1416.0,0.21114206128133706
1471,MO,Livingston,1265.0,4879.0,0.20589192708333334
1472,MO,Mercer,216.0,1486.0,0.12690951821386603
1473,MO,Schuyler,354.0,1505.0,0.1904249596557289
1474,MO,Daviess,730.0,2767.0,0.2087503574492422
1475,MO,Ripley,830.0,4522.0,0.15508221225710014
1476,MO,Sullivan,526.0,1884.0,0.21825726141078838
1477,MO,Atchison,541.0,2060.0,0.20799692425990005
1478,MO,Barton,795.0,4959.0,0.13816475495307612
1479,MO,Osage,998.0,5856.0,0.1456084038517654
1480,MO,Caldwell,838.0,3232.0,0.2058968058968059
1481,MO,Carter,436.0,2324.0,0.15797101449275364
1482,MO,St. Charles,68626.0,121650.0,0.3606655595030377
1483,MO,Vernon,1707.0,6533.0,0.20716019417475728
1484,MO,Barry,2710.0,11428.0,0.191681991795162
1485,MO,Iron,933.0,3173.0,0.22722844617632731
1486,MO,Andrew,2045.0,6665.0,0.23478760045924224
1487,MO,Audrain,2570.0,6981.0,0.2690817715422469
1488,MO,Bates,1618.0,6001.0,0.21236382727392047
1489,MO,Bollinger,705.0,4827.0,0.12744034707158353
1490,MO,Callaway,4989.0,13057.0,0.2764601573755957
1491,MO,Cape Girardeau,8492.0,27017.0,0.23915063786645638
1492,MO,Chariton,888.0,2950.0,0.2313705054715998
1493,MO,Cole,10913.0,24616.0,0.3071575332826705
1494,MO,Cooper,1932.0,5624.0,0.25569084171519324
1495,MO,Dent,978.0,5600.0,0.14867740954697475
1496,MO,Dunklin,2360.0,8026.0,0.22722896206431736
1497,MO,Gasconade,1520.0,5670.0,0.2114047287899861
1498,MO,Gentry,605.0,2304.0,0.20797524922653832
1499,MO,Hickory,1016.0,3542.0,0.22290478279947346
1500,MO,Holt,347.0,1926.0,0.15266168059832821
1501,MO,Howell,2881.0,13893.0,0.1717539048527483
1502,MO,Kansas City,97735.0,24654.0,0.7985603281340643
1503,MO,Laclede,2553.0,12881.0,0.1654140209926137
1504,MO,Maries,794.0,3561.0,0.18231917336394948
1505,MO,McDonald,1329.0,6599.0,0.16763370332996974
1506,MO,Moniteau,1237.0,5347.0,0.18787970838396112
1507,MO,New Madrid,1933.0,5270.0,0.26836040538664446
1508,MO,Nodaway,2529.0,6380.0,0.283870243573914
1509,MO,Oregon,865.0,3671.0,0.19069664902998237
1510,MO,Ozark,724.0,3639.0,0.16594086637634656
1511,MO,Pemiscot,1947.0,3964.0,0.32938589071223145
1512,MO,Pettis,4324.0,12810.0,0.2523637212559823
1513,MO,Phelps,4766.0,12709.0,0.27273247496423464
1514,MO,Platte,20057.0,25933.0,0.43611654707545117
1515,MO,Ralls,1138.0,3969.0,0.22283140787154884
1516,MO,Ray,3090.0,7104.0,0.30311948204826367
1517,MO,Reynolds,540.0,2406.0,0.18329938900203666
1518,MO,Scotland,365.0,1525.0,0.1931216931216931
1519,MO,Shannon,776.0,2966.0,0.2073757349011224
1520,MO,St. Francois,6250.0,17468.0,0.26351294375579726
1521,MO,St. Louis City,104235.0,20832.0,0.8334332797620475
1522,MO,St. Louis County,286704.0,202434.0,0.586141334347362
1523,MO,Ste. Genevieve,2542.0,5496.0,0.3162478228415029
1524,MO,Stoddard,1876.0,11079.0,0.14480895407178695
1525,MO,Taney,4373.0,18276.0,0.1930769570400459
1526,MO,Texas,1728.0,8875.0,0.1629727435631425
1527,MS,Calhoun,1910.0,4390.0,0.30317460317460315
1528,MS,Choctaw,1218.0,2788.0,0.3040439340988517
1529,MS,Clarke,2585.0,5137.0,0.33475783475783477
1530,MS,Clay,5722.0,4150.0,0.5796191247974068
1531,MS,Covington,3276.0,5435.0,0.3760762254620595
1532,MS,Franklin,1502.0,2721.0,0.3556713237035283
1533,MS,Greene,974.0,4335.0,0.1834620455829723
1534,MS,Jackson,14657.0,33629.0,0.3035455411506441
1535,MS,Jefferson,3337.0,490.0,0.8719623726156258
1536,MS,Lamar,5190.0,18751.0,0.21678292468986257
1537,MS,Lauderdale,11269.0,17741.0,0.3884522578421234
1538,MS,Lawrence,2195.0,4091.0,0.3491886732421254
1539,MS,Lee,10029.0,22220.0,0.3109863871747961
1540,MS,Lowndes,11819.0,13271.0,0.4710641689916301
1541,MS,Madison,20343.0,28265.0,0.4185113561553654
1542,MS,Marion,3677.0,7836.0,0.3193780943281508
1543,MS,Marshall,8023.0,6587.0,0.5491444216290212
1544,MS,Monroe,5524.0,10167.0,0.3520489452552419
1545,MS,Montgomery,2115.0,2818.0,0.4287451854855058
1546,MS,Perry,1220.0,4135.0,0.22782446311858076
1547,MS,Pike,8043.0,8009.0,0.5010590580613008
1548,MS,Washington,11380.0,5244.0,0.6845524542829644
1549,MS,Winston,3850.0,4910.0,0.4394977168949772
1550,MS,Benton,1719.0,2251.0,0.4329974811083123
1551,MS,Carroll,1680.0,3799.0,0.3066252965869684
1552,MS,Lafayette,7969.0,10872.0,0.4229605647258638
1553,MS,Lincoln,4458.0,10550.0,0.29704157782515994
1554,MS,Newton,2756.0,6548.0,0.2962166809974205
1555,MS,Scott,4268.0,6122.0,0.4107795957651588
1556,MS,Stone,1573.0,5306.0,0.22866695740659979
1557,MS,Union,2012.0,9235.0,0.1788921490175158
1558,MS,Adams,7757.0,5874.0,0.5690705010637518
1559,MS,Holmes,6689.0,1309.0,0.8363340835208802
1560,MS,Hancock,3344.0,13811.0,0.19492859224715825
1561,MS,Jasper,4368.0,4038.0,0.5196288365453248
1562,MS,Jones,7791.0,20133.0,0.2790073055436184
1563,MS,Quitman,2312.0,1001.0,0.6978569272562632
1564,MS,Warren,9284.0,9767.0,0.48732350007873604
1565,MS,Wayne,3524.0,5990.0,0.3704015135589657
1566,MS,Webster,1019.0,3976.0,0.204004004004004
1567,MS,Wilkinson,2857.0,1318.0,0.684311377245509
1568,MS,Chickasaw,3649.0,4127.0,0.46926440329218105
1569,MS,Harrison,21169.0,40354.0,0.3440827007785706
1570,MS,Smith,1617.0,5928.0,0.2143141153081511
1571,MS,Simpson,3874.0,7393.0,0.3438359811839886
1572,MS,Claiborne,3708.0,540.0,0.8728813559322034
1573,MS,Jefferson Davis,3720.0,2466.0,0.6013579049466538
1574,MS,Alcorn,2684.0,11819.0,0.18506515893263462
1575,MS,Amite,2697.0,4289.0,0.3860578299456055
1576,MS,Attala,3242.0,4897.0,0.39832903305074335
1577,MS,Bolivar,9046.0,4590.0,0.6633910237606336
1578,MS,Coahoma,6378.0,2426.0,0.7244434348023625
1579,MS,Copiah,6741.0,6103.0,0.5248364995328558
1580,MS,DeSoto,20591.0,43089.0,0.3233511306532663
1581,MS,Forrest,11716.0,15461.0,0.431099827059646
1582,MS,George,1027.0,8696.0,0.10562583564743391
1583,MS,Grenada,4424.0,5970.0,0.42563017125264574
1584,MS,Hinds,67594.0,25275.0,0.7278424447339801
1585,MS,Humphreys,3071.0,1151.0,0.7273803884414969
1586,MS,Issaquena,395.0,298.0,0.56998556998557
1587,MS,Itawamba,1117.0,8470.0,0.11651194325649317
1588,MS,Kemper,2827.0,1778.0,0.6138979370249729
1589,MS,Leake,3584.0,4782.0,0.4284006693760459
1590,MS,Leflore,7787.0,3212.0,0.707973452132012
1591,MS,Neshoba,2715.0,7679.0,0.26120838945545505
1592,MS,Noxubee,4347.0,1200.0,0.7836668469442942
1593,MS,Oktibbeha,8859.0,8576.0,0.5081158589045024
1594,MS,Panola,7431.0,7449.0,0.4993951612903226
1595,MS,Pearl River,3604.0,17782.0,0.1685214626391097
1596,MS,Pontotoc,2386.0,10336.0,0.1875491274956768
1597,MS,Prentiss,2067.0,7648.0,0.21276376737004632
1598,MS,Rankin,14110.0,47178.0,0.23022451377104816
1599,MS,Sharkey,1479.0,692.0,0.6812528788576693
1600,MS,Sunflower,6725.0,2794.0,0.7064817732955142
1601,MS,Tallahatchie,3337.0,2462.0,0.57544404207622
1602,MS,Tate,3926.0,7495.0,0.3437527361877244
1603,MS,Tippah,1842.0,7240.0,0.2028187623871394
1604,MS,Tishomingo,999.0,7166.0,0.12235150030618494
1605,MS,Tunica,2667.0,853.0,0.7576704545454546
1606,MS,Walthall,2790.0,4056.0,0.4075372480280456
1607,MS,Yalobusha,2582.0,3376.0,0.43336690164484726
1608,MS,Yazoo,5369.0,4598.0,0.5386776361994582
1609,MT,Jefferson,1998.0,4177.0,0.3235627530364372
1610,MT,Madison,1180.0,3297.0,0.2635693544784454
1611,MT,Lincoln,2041.0,6729.0,0.23272519954389967
1612,MT,Phillips,318.0,1723.0,0.15580597746202843
1613,MT,Prairie,100.0,556.0,0.1524390243902439
1614,MT,Lake,4776.0,7530.0,0.38810336421257924
1615,MT,Custer,1176.0,3657.0,0.24332712600869025
1616,MT,Garfield,34.0,653.0,0.049490538573508006
1617,MT,Mineral,519.0,1330.0,0.28069226608977826
1618,MT,Park,3595.0,4980.0,0.4192419825072886
1619,MT,Liberty,206.0,698.0,0.22787610619469026
1620,MT,Dawson,787.0,3320.0,0.19162405648892136
1621,MT,Blaine,1202.0,1268.0,0.48663967611336034
1622,MT,Teton,808.0,2170.0,0.2713230355943586
1623,MT,Valley,886.0,2698.0,0.24720982142857142
1624,MT,Gallatin,24246.0,23802.0,0.5046203796203796
1625,MT,Richland,671.0,3908.0,0.14653854553395937
1626,MT,Sheridan,477.0,1241.0,0.2776484284051222
1627,MT,Carter,70.0,678.0,0.09358288770053476
1628,MT,Powell,551.0,2029.0,0.21356589147286822
1629,MT,Beaverhead,1143.0,3353.0,0.2542259786476868
1630,MT,Big Horn,2094.0,1853.0,0.5305295160881682
1631,MT,Broadwater,573.0,2348.0,0.19616569667921946
1632,MT,Carbon,1828.0,3748.0,0.3278335724533716
1633,MT,Cascade,12175.0,19632.0,0.38277737604929735
1634,MT,Chouteau,732.0,1679.0,0.30360846121941104
1635,MT,Daniels,168.0,730.0,0.1870824053452116
1636,MT,Deer Lodge,2058.0,1763.0,0.5386024600889819
1637,MT,Fallon,154.0,1279.0,0.10746685275645498
1638,MT,Fergus,1202.0,4269.0,0.21970389325534637
1639,MT,Flathead,13293.0,30240.0,0.3053545586107091
1640,MT,Glacier,3121.0,1620.0,0.6582999367222105
1641,MT,Golden Valley,71.0,365.0,0.1628440366972477
1642,MT,Granite,472.0,1192.0,0.28365384615384615
1643,MT,Hill,2371.0,3478.0,0.40536843904941017
1644,MT,Judith Basin,235.0,872.0,0.2122854561878952
1645,MT,Lewis and Clark,14478.0,16895.0,0.4614796162305167
1646,MT,McCone,154.0,862.0,0.1515748031496063
1647,MT,Meagher,193.0,729.0,0.20932754880694143
1648,MT,Missoula,31543.0,22250.0,0.5863774097001468
1649,MT,Musselshell,332.0,1967.0,0.14441061331013483
1650,MT,Petroleum,30.0,278.0,0.09740259740259741
1651,MT,Pondera,738.0,1799.0,0.290894757587702
1652,MT,Powder River,127.0,884.0,0.12561819980217606
1653,MT,Ravalli,6223.0,14810.0,0.29586839728046405
1654,MT,Roosevelt,1560.0,1797.0,0.4647006255585344
1655,MT,Rosebud,987.0,2253.0,0.30462962962962964
1656,MT,Sanders,1218.0,4286.0,0.2212936046511628
1657,MT,Silver Bow,8619.0,6376.0,0.5747915971990664
1658,MT,Stillwater,908.0,3661.0,0.1987305756182972
1659,MT,Sweet Grass,402.0,1595.0,0.2013019529293941
1660,MT,Toole,402.0,1497.0,0.21169036334913113
1661,MT,Treasure,59.0,351.0,0.14390243902439023
1662,MT,Wheatland,179.0,702.0,0.20317820658342792
1663,MT,Wibaux,55.0,463.0,0.10617760617760617
1664,MT,Yellowstone,22171.0,40920.0,0.3514130383097431
1665,NC,Cherokee,2860.0,10844.0,0.2086981903093987
1666,NC,Clay,1367.0,4437.0,0.23552722260509992
1667,NC,Franklin,12874.0,16368.0,0.44025716435264345
1668,NC,Greene,3605.0,4374.0,0.4518110038851986
1669,NC,Jackson,7713.0,9870.0,0.43866234430984474
1670,NC,Lee,10469.0,13712.0,0.4329432198833795
1671,NC,Macon,4876.0,12127.0,0.2867729224254543
1672,NC,Madison,3926.0,6783.0,0.36660752637968064
1673,NC,Montgomery,4150.0,7130.0,0.3679078014184397
1674,NC,Randolph,13194.0,49430.0,0.2106859989780276
1675,NC,Washington,3510.0,2564.0,0.5778729008890352
1676,NC,Cleveland,14964.0,28479.0,0.3444513500448864
1677,NC,Lincoln,9897.0,28806.0,0.25571661111541744
1678,NC,Polk,3735.0,6768.0,0.3556126820908312
1679,NC,Union,34337.0,66707.0,0.33982225565100355
1680,NC,Graham,768.0,3283.0,0.18958281905702296
1681,NC,Orange,59923.0,18557.0,0.7635448521916411
1682,NC,Martin,5846.0,5897.0,0.49782849357063785
1683,NC,Burke,11251.0,26238.0,0.30011470031209153
1684,NC,Camden,1274.0,3546.0,0.26431535269709544
1685,NC,Chatham,21065.0,17105.0,0.5518731988472623
1686,NC,Forsyth,94464.0,75975.0,0.5542393466284126
1687,NC,Jones,2065.0,2974.0,0.4098035324469141
1688,NC,Mitchell,1596.0,6282.0,0.2025894897182026
1689,NC,Richmond,8501.0,10383.0,0.4501694556238085
1690,NC,Warren,6413.0,3214.0,0.6661472940687649
1691,NC,Wayne,21770.0,27540.0,0.4414925978503346
1692,NC,Wilkes,6638.0,23752.0,0.2184271141822968
1693,NC,Alexander,3767.0,13893.0,0.21330690826727067
1694,NC,Cumberland,71605.0,51265.0,0.5827704077480264
1695,NC,Henderson,19827.0,35809.0,0.35636997627435474
1696,NC,Wilson,19663.0,17531.0,0.5286605366456956
1697,NC,Caldwell,8425.0,26621.0,0.2403983336186726
1698,NC,Rowan,19400.0,42810.0,0.311846969940524
1699,NC,Scotland,7319.0,6256.0,0.5391528545119705
1700,NC,Alamance,29833.0,38815.0,0.4345793031115255
1701,NC,Alleghany,1306.0,3814.0,0.255078125
1702,NC,Anson,5859.0,4506.0,0.5652677279305355
1703,NC,Ashe,3500.0,9412.0,0.27106567534076825
1704,NC,Avery,1689.0,6298.0,0.21146863653436834
1705,NC,Beaufort,8764.0,14543.0,0.3760243703608358
1706,NC,Bertie,5778.0,3456.0,0.6257309941520468
1707,NC,Bladen,7058.0,8550.0,0.45220399794976934
1708,NC,Brunswick,23282.0,42720.0,0.35274688645798613
1709,NC,Buncombe,75452.0,55716.0,0.5752317638448402
1710,NC,Cabarrus,35521.0,53819.0,0.39759346317439
1711,NC,Carteret,9939.0,26569.0,0.2722417004492166
1712,NC,Caswell,4792.0,6026.0,0.4429654279903864
1713,NC,Catawba,21216.0,48324.0,0.30509059534081107
1714,NC,Chowan,2992.0,4014.0,0.42706251784184984
1715,NC,Columbus,9063.0,14272.0,0.3883865438182987
1716,NC,Craven,17630.0,27731.0,0.38865986199598773
1717,NC,Currituck,2913.0,9163.0,0.24122225902616762
1718,NC,Dare,7222.0,11460.0,0.3865753131356386
1719,NC,Davidson,18109.0,54317.0,0.2500345179907768
1720,NC,Davie,5270.0,15602.0,0.25249137600613264
1721,NC,Duplin,8283.0,12217.0,0.4040487804878049
1722,NC,Durham,121250.0,28350.0,0.8104946524064172
1723,NC,Edgecombe,16224.0,8261.0,0.6626097610782111
1724,NC,Gaston,31177.0,61798.0,0.3353267007260016
1725,NC,Gates,2385.0,2874.0,0.4535082715345123
1726,NC,Granville,12909.0,13591.0,0.4871320754716981
1727,NC,Guilford,149248.0,98062.0,0.6034855040232906
1728,NC,Halifax,15748.0,9031.0,0.6355381573106259
1729,NC,Harnett,16737.0,27614.0,0.37737593289891996
1730,NC,Haywood,10473.0,18929.0,0.35620025848581727
1731,NC,Hertford,6910.0,3099.0,0.6903786592067139
1732,NC,Hoke,9726.0,7760.0,0.5562164016927827
1733,NC,Hyde,965.0,1288.0,0.428317798490901
1734,NC,Iredell,24734.0,54754.0,0.3111664653784219
1735,NC,Johnston,28362.0,54372.0,0.3428094858220321
1736,NC,Lenoir,12634.0,13613.0,0.4813502495523298
1737,NC,McDowell,4667.0,14568.0,0.24263062126332208
1738,NC,Mecklenburg,294562.0,155518.0,0.6544658727337362
1739,NC,Moore,16329.0,30490.0,0.348768662295222
1740,NC,Nash,23235.0,23319.0,0.49909782188426344
1741,NC,New Hanover,50979.0,55344.0,0.4794729268361502
1742,NC,Northampton,6144.0,3582.0,0.6317088217149908
1743,NC,Onslow,17514.0,37122.0,0.3205578739292774
1744,NC,Pamlico,2448.0,4258.0,0.3650462272591709
1745,NC,Pasquotank,8615.0,8180.0,0.5129502828222685
1746,NC,Pender,9354.0,17639.0,0.34653428666691366
1747,NC,Perquimans,2319.0,4177.0,0.35698891625615764
1748,NC,Person,7833.0,11185.0,0.41187296245662003
1749,NC,Pitt,41824.0,35691.0,0.5395600851448107
1750,NC,Robeson,19016.0,20762.0,0.47805319523354617
1751,NC,Rockingham,14228.0,26830.0,0.3465341711724877
1752,NC,Rutherford,7512.0,21871.0,0.25565803355681854
1753,NC,Sampson,10547.0,14838.0,0.41548158361236953
1754,NC,Stanly,7094.0,21964.0,0.2441324248055613
1755,NC,Stokes,4665.0,17116.0,0.21417749414627427
1756,NC,Surry,7488.0,23671.0,0.24031579960845983
1757,NC,Swain,2196.0,3565.0,0.38118382225308106
1758,NC,Transylvania,6558.0,10520.0,0.3840028106335637
1759,NC,Tyrrell,720.0,975.0,0.4247787610619469
1760,NC,Vance,12229.0,7332.0,0.6251725371913501
1761,NC,Wake,302736.0,196082.0,0.606906727503819
1762,NC,Watauga,14138.0,13697.0,0.5079216813364469
1763,NC,Yadkin,3160.0,13880.0,0.18544600938967137
1764,NC,Yancey,3196.0,6385.0,0.33357687089030374
1765,ND,Grant,185.0,1108.0,0.1430781129156999
1766,ND,Logan,114.0,888.0,0.11377245508982035
1767,ND,Adams,216.0,909.0,0.192
1768,ND,Burke,119.0,895.0,0.11735700197238659
1769,ND,McIntosh,235.0,1100.0,0.1760299625468165
1770,ND,Pierce,431.0,1437.0,0.23072805139186295
1771,ND,Cass,31361.0,39816.0,0.44060581367576607
1772,ND,Sioux,758.0,260.0,0.7445972495088409
1773,ND,McHenry,490.0,2050.0,0.19291338582677164
1774,ND,McLean,1081.0,3860.0,0.21878162315320784
1775,ND,Mercer,621.0,3759.0,0.14178082191780822
1776,ND,Richland,2064.0,4767.0,0.3021519543258674
1777,ND,Stark,1753.0,9755.0,0.15232881473757387
1778,ND,Wells,419.0,1796.0,0.18916478555304742
1779,ND,Morton,3080.0,11336.0,0.21365149833518313
1780,ND,Sheridan,95.0,650.0,0.12751677852348994
1781,ND,Nelson,536.0,1025.0,0.3433696348494555
1782,ND,Ramsey,1505.0,3217.0,0.31872088098263446
1783,ND,Renville,201.0,993.0,0.16834170854271358
1784,ND,Steele,361.0,538.0,0.40155728587319245
1785,ND,Golden Valley,99.0,796.0,0.1106145251396648
1786,ND,Barnes,1597.0,3160.0,0.3357157872608787
1787,ND,Benson,842.0,929.0,0.4754376058723885
1788,ND,Billings,59.0,495.0,0.10649819494584838
1789,ND,Bottineau,736.0,2494.0,0.22786377708978328
1790,ND,Bowman,227.0,1446.0,0.13568439928272563
1791,ND,Burleigh,10881.0,32532.0,0.2506392094533895
1792,ND,Cavalier,476.0,1357.0,0.259683578832515
1793,ND,Dickey,554.0,1667.0,0.2494371904547501
1794,ND,Divide,245.0,867.0,0.22032374100719423
1795,ND,Dunn,358.0,1771.0,0.16815406294034757
1796,ND,Eddy,355.0,791.0,0.30977312390924955
1797,ND,Emmons,215.0,1677.0,0.11363636363636363
1798,ND,Foster,347.0,1241.0,0.21851385390428213
1799,ND,Grand Forks,10851.0,16340.0,0.3990658673825898
1800,ND,Griggs,298.0,847.0,0.26026200873362443
1801,ND,Hettinger,168.0,1050.0,0.13793103448275862
1802,ND,Kidder,179.0,1111.0,0.1387596899224806
1803,ND,LaMoure,502.0,1481.0,0.25315179021684314
1804,ND,McKenzie,698.0,3670.0,0.15979853479853479
1805,ND,Mountrail,1220.0,2582.0,0.3208837453971594
1806,ND,Oliver,119.0,830.0,0.12539515279241306
1807,ND,Pembina,681.0,2208.0,0.23572170301142265
1808,ND,Ransom,838.0,1210.0,0.4091796875
1809,ND,Rolette,2099.0,1217.0,0.6329915560916767
1810,ND,Sargent,694.0,1088.0,0.3894500561167228
1811,ND,Slope,43.0,362.0,0.10617283950617284
1812,ND,Stutsman,2498.0,6718.0,0.2710503472222222
1813,ND,Towner,305.0,733.0,0.29383429672447015
1814,ND,Traill,1241.0,2265.0,0.3539646320593269
1815,ND,Walsh,1167.0,2995.0,0.2803940413262854
1816,ND,Ward,5806.0,18636.0,0.237541936011783
1817,ND,Williams,1735.0,10069.0,0.14698407319552695
1818,NE,Butler,691.0,3079.0,0.183289124668435
1819,NE,Clay,477.0,2422.0,0.1645394963780614
1820,NE,Franklin,250.0,1347.0,0.15654351909830932
1821,NE,Jefferson,837.0,2399.0,0.25865265760197775
1822,NE,Madison,2711.0,10628.0,0.20323862358497638
1823,NE,Washington,2623.0,7424.0,0.26107295710162237
1824,NE,Boone,414.0,2299.0,0.15259859933652783
1825,NE,Grant,20.0,367.0,0.05167958656330749
1826,NE,Howard,544.0,2284.0,0.19236209335219237
1827,NE,Johnson,563.0,1355.0,0.2935349322210636
1828,NE,Lincoln,2913.0,12164.0,0.19320819791735758
1829,NE,Logan,32.0,400.0,0.07407407407407407
1830,NE,Polk,413.0,2028.0,0.16919295370749693
1831,NE,Saline,1733.0,3004.0,0.36584336077686297
1832,NE,Adams,3302.0,9287.0,0.2622924775597744
1833,NE,Cheyenne,711.0,3665.0,0.16247714808043875
1834,NE,Custer,641.0,4695.0,0.12012743628185907
1835,NE,Douglas,113798.0,108077.0,0.5128923943661972
1836,NE,Garfield,121.0,821.0,0.12845010615711253
1837,NE,Hamilton,878.0,3783.0,0.1883715940785239
1838,NE,Dawson,2136.0,5984.0,0.2630541871921182
1839,NE,Dodge,4544.0,9933.0,0.313877184499551
1840,NE,Hall,6282.0,14408.0,0.3036249395843403
1841,NE,Pierce,382.0,3052.0,0.11124053581828772
1842,NE,Thomas,30.0,344.0,0.08021390374331551
1843,NE,Wayne,835.0,2693.0,0.2366780045351474
1844,NE,Webster,306.0,1330.0,0.18704156479217604
1845,NE,Wheeler,62.0,377.0,0.14123006833712984
1846,NE,Cass,3484.0,8452.0,0.2918900804289544
1847,NE,Cedar,571.0,3532.0,0.1391664635632464
1848,NE,Sioux,81.0,616.0,0.11621233859397417
1849,NE,Blaine,30.0,276.0,0.09803921568627451
1850,NE,Valley,339.0,1780.0,0.15998112317130722
1851,NE,Brown,153.0,1385.0,0.09947984395318596
1852,NE,Knox,720.0,3188.0,0.1842374616171955
1853,NE,Chase,171.0,1648.0,0.09400769653655855
1854,NE,Greeley,210.0,912.0,0.18716577540106952
1855,NE,McPherson,14.0,257.0,0.05166051660516605
1856,NE,Nemaha,785.0,2116.0,0.270596346087556
1857,NE,Pawnee,279.0,974.0,0.22266560255387072
1858,NE,Seward,1875.0,5454.0,0.255832992222677
1859,NE,Sheridan,287.0,2211.0,0.11489191353082466
1860,NE,Sherman,340.0,1150.0,0.22818791946308725
1861,NE,Stanton,417.0,2187.0,0.16013824884792627
1862,NE,Boyd,128.0,983.0,0.1152115211521152
1863,NE,Harlan,254.0,1496.0,0.14514285714285713
1864,NE,York,1186.0,4700.0,0.20149507305470607
1865,NE,Dakota,2314.0,3616.0,0.39021922428330524
1866,NE,Fillmore,613.0,2130.0,0.22347794385709077
1867,NE,Rock,70.0,687.0,0.09247027741083223
1868,NE,Holt,531.0,4354.0,0.10870010235414534
1869,NE,Phelps,572.0,3849.0,0.129382492648722
1870,NE,Platte,2646.0,10965.0,0.1944015869517302
1871,NE,Antelope,383.0,2732.0,0.12295345104333869
1872,NE,Arthur,17.0,244.0,0.06513409961685823
1873,NE,Banner,19.0,357.0,0.05053191489361702
1874,NE,Box Butte,965.0,3617.0,0.21060672195547794
1875,NE,Buffalo,4763.0,14569.0,0.2463790606248707
1876,NE,Burt,930.0,2367.0,0.2820746132848044
1877,NE,Cherry,317.0,2623.0,0.10782312925170068
1878,NE,Colfax,859.0,2171.0,0.2834983498349835
1879,NE,Cuming,719.0,3122.0,0.1871908357198646
1880,NE,Dawes,801.0,2632.0,0.23332362365278184
1881,NE,Deuel,120.0,809.0,0.12917115177610333
1882,NE,Dixon,556.0,2041.0,0.21409318444358877
1883,NE,Dundy,89.0,823.0,0.09758771929824561
1884,NE,Frontier,161.0,1110.0,0.12667191188040913
1885,NE,Furnas,304.0,1921.0,0.13662921348314608
1886,NE,Gage,2935.0,6380.0,0.31508319914117017
1887,NE,Garden,153.0,869.0,0.149706457925636
1888,NE,Gosper,166.0,794.0,0.17291666666666666
1889,NE,Hayes,30.0,472.0,0.05976095617529881
1890,NE,Hitchcock,161.0,1232.0,0.11557788944723618
1891,NE,Hooker,40.0,355.0,0.10126582278481013
1892,NE,Kearney,550.0,2531.0,0.17851346965271017
1893,NE,Keith,571.0,3235.0,0.15002627430373094
